"03793910","APPLIED ANALYTICAL IND","24",7.75,19.84,17.49,1.02,-0.74,0.17,-0.61,-0.79,-0.65,-1.67,1.03,0.39,-0.11,-0.63,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0341,"","","","","",""
"02355920","AMERALIA INC","31",1,34.79,8.69,1.28,-0.92,-0.08,-0.61,-0.82,-0.93,-3.59,1.03,0,-0.67,-0.65,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.728,"","","","","",""
"00253A30","AAMES FINANCIAL CORP","5",1.5,37.19,6.22,1.9,-0.92,4,-0.61,3.38,-0.9,-3.54,1.03,0,4,4,2.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.951,"","","","","",""
"04820910","ATLANTIC AMERICAN CORP","5",2.125,12.4,21.04,0.73,3.75,3.08,-0.61,-0.81,-0.63,-2.44,-1.09,-0.27,1.65,0.07,-0.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5296,"","","","","",""
"00339010","ABIGAIL ADAMS NATL BANCP","2",9.125,8.2,2.18,0.62,1.65,0.87,1.29,-0.65,-0.63,-3.01,-0.83,-0.61,-0.2,-0.57,-0.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4409,"","","","","",""
"00036020","AAON INC","26",24,10.66,5.85,0.98,0.84,-0.53,-0.61,-0.62,0.29,-1.64,-1.29,0.87,0.04,-0.43,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3661,"","","","","",""
"03783310","APPLE COMPUTER INC","23",25.75,16.22,324.97,1.48,0.85,0.1,-0.61,1.97,-0.54,1.22,0,-0.49,-0.03,-0.54,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6692,"","","","","",""
"03071P10","AMERISOURCE HEALTH CORP","47",47,16.8,51.2,1.07,-0.17,-0.88,-0.61,0.14,0.47,0.35,-1.33,0.17,2.89,3.07,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.9309,"","","","","",""
"00750B10","ADVANCED AERO & STRUC","36",2.0625,20.43,8.93,0.8,-0.92,-1.11,-0.61,-0.02,-0.47,-3.06,1.03,0,-0.66,4,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5126,"","","","","",""
"01643P10","ALL-AMERICAN SPORTPK INC","15",1,27.4,3.15,1,-0.92,0,-0.61,-0.54,-0.38,-4,1.03,0,0.87,-0.65,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5495,"","","","","",""
"01644010","ALL AMER TARGET TERM TR","5",11.9062,3.88,13.71,0.24,-0.92,0,1.75,-0.72,-0.39,-1.54,1.03,0,0,-0.65,-1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0321,"","","","","",""
"02368F10","AMERICAN ACCESS TCHNLGS","24",4,24.22,4.72,1.27,-0.92,-0.24,-0.61,-0.26,-0.69,-3.05,1.03,0,-0.48,-0.65,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2968,"","","","","",""
"03485P10","ANGLO AMER PLC ADR","29",52.2344,13.28,238.32,0.89,0.8,0.94,0.69,-0.84,-0.44,1.5,1.03,-1.09,0,-0.48,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0152,"","","","","",""
"13769410","CANNON EXPRESS INC CL A","4",1.75,15.88,3.21,1.28,1.14,4,-0.61,-0.82,-0.72,-3.9,1.03,0,4,0.93,-0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9059,"","","","","",""
"00256710","ABAXIS INC","47",5.75,18.31,15.98,0.68,-0.76,-0.89,-0.61,-0.63,-0.14,-1.94,-1.34,0,-0.48,-0.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.0631,"","","","","",""
"00350P10","ABINGTON BANCORP INC","3",10.125,8.68,3.03,0.82,1.97,1.29,0.81,-0.75,-0.52,-2.71,-1.15,0.16,0.59,3.62,-0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1922,"","","","","",""
"00040010","ABC BANCORP","3",10.4375,5.99,8.42,0.61,1.48,1.06,1.2,-0.73,-0.4,-1.97,-1.02,-0.63,-0.09,-0.29,-1.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7808,"","","","","",""
"01852J10","ALLIANCE BANCORP INC","3",18,6.61,9.25,0.83,0.62,1.18,0.61,-0.56,-0.45,-1.52,-0.55,-0.55,-0.05,1.88,-1.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3802,"","","","","",""
"00075210","ABC-NACO INC","9",5.25,20.07,19.87,1.21,-0.92,1.06,-0.61,-0.47,-0.92,-1.85,1.03,-0.33,0.99,2.49,0.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0019,"","","","","",""
"03283910","ANCHOR BANCORP WIS INC","3",15.6875,8,23.17,0.82,0.72,0.38,0.14,-0.67,-0.41,-0.98,-0.4,-0.77,-0.24,3.2,-1.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0179,"","","","","",""
"00289310","ABER DIAMOND CORPORATION","31",8.0625,13.67,53.86,0.92,-0.92,0.05,-0.61,-0.84,-0.14,-0.85,1.03,0,-0.68,-0.65,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7069,"","","","","",""
"00926610","AIRBORNE FREIGHT CORP","11",10.1875,13.1,48.04,1.17,2.89,3.54,0.02,0.19,-0.83,-0.77,-0.02,-0.45,4,-0.24,0.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8196,"","","","","",""
"02476B10","AMERICAN BUSINESS FNCL S","5",6.875,17.54,3.32,1.21,0,4,1.24,0.91,-0.75,-2.91,-1.41,0.19,3.08,4,0.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9592,"","","","","",""
"04079010","ARKANSAS BEST CORP","13",15.375,14.18,19.73,0.76,2.95,0.97,-0.61,-0.22,-0.17,-1.1,-1.32,-0.16,3.7,0.22,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5712,"","","","","",""
"39944Q10","GROUPE AB SA ADR","21",16.5,23.05,50.65,0.57,-0.75,-0.51,-0.3,-0.79,4,-0.39,1.03,-0.91,-0.57,-0.49,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.6295,"","","","","",""
"00339B10","ABGENIX INC","46",80.8125,15.54,81.14,0.86,-0.92,-0.89,-0.61,0.35,4,1.05,1.03,0.53,-0.68,-0.65,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.9359,"","","","","",""
"00371W10","ABLEST INCORPORATED","34",4.5,13.51,2.88,0.64,-0.92,2.59,-0.61,-0.84,-0.65,-3.31,1.03,0,4,0.3,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.103,"","","","","",""
"03814L10","APPLIED BIOMETRICS INC","47",0.25,24.03,5.88,1.48,-0.92,3.07,-0.61,0.31,-1.2,-4,1.03,0,-0.48,-0.65,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.0898,"","","","","",""
"00256410","ABATIX CORPORATION","26",2,19.77,1.71,0.68,2.35,3.71,-0.61,-0.66,-0.55,-4,1.03,-1.16,4,-0.65,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2169,"","","","","",""
"00684710","ADELPHIA BUSINESS SLTNS","49",11.8125,18.55,35.32,1.68,-0.92,-0.66,-0.61,1.94,-0.83,-0.88,1.03,0,-0.25,2.69,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.3989,"","","","","",""
"02313910","AMBAC FINANCIAL GROUP","7",73.25,6.8,69.86,1.02,0.55,-0.01,-0.34,-0.07,0.09,0.87,-1.06,-0.29,-0.6,-0.42,-0.46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8731,"","","","","",""
"02459110","AMERICAN BILTRITE INC","33",15.625,13.52,3.52,0.46,2.38,2.48,0.65,-0.72,-0.43,-2.3,-0.92,-0.47,4,0.92,-1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2566,"","","","","",""
"00370910","ABLE ENERGY INC","15",3.875,8.37,2,0.8,-0.92,0.95,-0.61,-0.67,-0.76,-3.67,1.03,0,1.78,-0.36,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0456,"","","","","",""
"00095710","ABM INDUSTRIES INC","38",27.1875,9.46,22.82,0.67,0.57,0.11,0.29,-0.74,-0.32,-0.6,-1.42,-0.36,1.38,-0.54,-1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.665,"","","","","",""
"02460010","AMERICAN BIO MEDICA CORP","47",1.25,25.81,18.05,0.83,-0.92,-0.79,-0.61,-0.55,-0.63,-2.92,1.03,0,-0.43,-0.65,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.1226,"","","","","",""
"00365410","ABIOMED INC","47",34.0625,22.16,20.5,0.8,-0.92,-0.32,-0.61,-0.49,2.55,-0.52,1.03,0,-0.66,-0.65,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.2165,"","","","","",""
"00093710","ABN AMRO HOLDINGS NV","2",23.125,8.53,1466.75,0.87,0.77,-0.29,0.85,-0.85,-0.36,2.2,-1.22,-0.28,0.1,0,-1.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.606,"","","","","",""
"00383010","ABRAXAS PETROLEUM CORP","37",3.875,34.16,22.62,1.05,-0.92,-0.81,-0.61,-0.16,0.24,-1.97,1.03,-0.2,-0.13,-0.65,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.536,"","","","","",""
"04878P10","ATLANTIC PREMIUM BRANDS","5",1.625,20.99,6.7,0.59,-0.09,1.09,-0.61,-0.84,-0.52,-3.43,-0.52,-0.35,4,1.18,-0.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8823,"","","","","",""
"00378810","ABRAMS INDUSTRIES INC","8",3.625,13.91,2.94,0.55,-0.92,4,1.12,-0.79,-0.42,-3.45,1.03,0,4,1.93,-1.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.855,"","","","","",""
"01310410","ALBERTSONS INC","45",21,9.26,421.04,0.71,1.01,0.55,0.81,-0.05,-0.79,1.26,1.03,-1.19,2.38,0.32,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.0661,"","","","","",""
"05192010","AURORA BIOSCIENCES CORP","24",68,22.8,20.21,1.56,-0.76,-0.91,-0.61,2.27,3.07,-0.05,0.46,0.33,-0.65,-0.53,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.1466,"","","","","",""
"00282410","ABBOTT LABORATORIES","46",47.5625,6.08,1549.42,0.63,-0.16,-0.85,0.02,-0.57,-0.12,2.74,-1.37,-0.38,-0.55,-0.45,-0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.7068,"","","","","",""
"00371230","ABLE TELECOM HOLDING CP","17",3.125,25.17,16.38,1.27,-0.92,0,-0.61,0.02,-0.95,-2.35,1.03,0,4,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.05,"","","","","",""
"05275N10","AUTOBYTEL.COM INC","24",4.5,13.86,20.32,1.81,-0.92,1.75,-0.61,1.23,-0.91,-1.94,1.03,1.85,-0.24,-0.65,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0405,"","","","","",""
"00078810","AB WATLEY GROUP INC","4",9.75,15.39,8.43,1.52,-0.92,-0.72,-0.61,0.3,-0.58,-2.02,1.03,0,-0.33,-0.45,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9722,"","","","","",""
"06790110","BARRICK GOLD CORP","29",15.25,7.23,395.75,0.87,0.2,0.55,-0.06,-0.41,-0.64,0.99,0.59,-0.89,-0.52,-0.5,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1811,"","","","","",""
"00392410","ABITIBI-CONSOLIDATED INC","32",9.375,9.02,440.04,0.94,-0.92,0.11,1.08,-0.81,-0.57,0.72,1.03,0,-0.12,0.45,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7178,"","","","","",""
"01855A10","ALLIANCE CAP MGMT HLDG","5",50.125,8.67,205.57,0.76,0.46,-0.94,1.67,-0.74,0.33,1.36,-1.18,0.18,-0.63,-0.65,-0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6791,"","","","","",""
"04839610","ATLANTIC COAST AIRLINES","11",32.1875,13.72,21.09,1.05,0.04,-0.53,-0.61,0.28,0.32,-0.54,-1.01,0.04,-0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.604,"","","","","",""
"02493710","AMERICAN CAPITAL STRAT","5",23.6875,9.65,24.68,0.5,0,0.82,2.54,-0.23,-0.14,-0.64,-1.18,0.03,-0.54,-0.37,-0.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0994,"","","","","",""
"03967010","ARCTIC CAT INC","21",12.625,9.08,17.16,0.31,-0.37,0.22,0.14,-0.56,-0.1,-1.34,1.03,-1.23,0.94,-0.65,-1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8524,"","","","","",""
"02520W10","AMERICAN COMMUNITY BCSH","5",8.5,8.99,1.49,0.62,-0.92,0,-0.61,-0.81,-0.54,-3.33,1.03,0,0,-0.65,-0.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5913,"","","","","",""
"M0169010","ACCORD NETWORKS","22",9.75,7.39,20.54,1.1,-0.92,0,-0.61,0.08,-0.26,-1.39,1.03,1.12,0,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8081,"","","","","",""
"00429P10","ACCELERATED NETWORKS","22",16.875,9.85,50.45,1.3,-0.92,-0.8,-0.61,0.15,-0.26,-0.38,1.03,2.43,-0.67,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7921,"","","","","",""
"00437V10","ACCREDO HEALTH INC","48",48.875,11.47,16.51,0.98,-0.61,-0.86,-0.61,0.5,0.77,-0.42,-0.94,-0.06,-0.36,-0.29,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.6246,"","","","","",""
